Title,Employer,Employment Type,Link,Email,Contact Text,Description
Special needs classroom teachers (2 positions),Te Whirika Sara Cohen Specialist School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq84-special-needs-classroom-teacher-two-positions/,jobs@saracohen.school.nz,N/A,N/A
Music technology teacher,Avondale College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(The number of students this course may not be sustained beyond 2026)",https://gazette.education.govt.nz/vacancies/1HAq7t-music-technology-teacher/,recruitment@avcol.school.nz,N/A,N/A
Visual arts / design teacher,Hare Krishna School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq83-visual-arts-design-teacher/,principal@harekrishna.school.nz,N/A,N/A
Social sciences – business studies/geography teacher,Karamū High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7r-social-sciences-business-studiesgeography-teacher/,admin@karamu.school.nz,N/A,N/A
English teacher - at all levels,Central Hawkes Bay College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7x-english-teacher-at-all-levels/,job@chbc.school.nz,N/A,N/A
Religious studies teacher. Tagged,John Paul II High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7q-religious-studies-teacher/,renee.hutchinson@johnpaul.ac.nz,N/A,N/A
Learning support teacher,St Peter's College (Palmerston North),"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Board funded)",https://gazette.education.govt.nz/vacancies/1HAq7o-learning-support-teacher/,office@stpeterspn.school.nz,N/A,N/A
Kaiako,Wainuioru School,"Part time, Fixed term, FTTE up to: 0.8, Start Date: 28/01/2026, End Date: 16/12/2026(To allow structured literacy release )",https://gazette.education.govt.nz/vacancies/1HAq7y-kaiako/,principal@wainuioru.school.nz,N/A,N/A
2026 Y5–6 Scale A teacher,Grantlea Downs School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq80-2026-permanent-scale-a-teacher-yr-56/,position@grantleadowns.school.nz,N/A,N/A
English teacher,New Plymouth Boys' High School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 24/01/2027(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAq7n-english-teacher/,human.resources@npbhs.school.nz,N/A,N/A
2026 primary industries teacher,Whangārei Girls' High School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Due to increased growth in this area)",https://gazette.education.govt.nz/vacancies/1HAq82-2026-primary-industries-teacher/,office@wghs.school.nz,N/A,N/A
Kaiako Y1–3,Panama Road School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7m-kaiako-yr-1-3/,janed@panamard.school.nz,N/A,N/A
Learning support coordinator (LSC),St Peter's College (Palmerston North),"Part time, Fixed term, FTTE up to: 0.5, Start Date: 28/01/2026, End Date: 27/01/2027(Project based)",https://gazette.education.govt.nz/vacancies/1HAq7i-learning-support-coordinator-lsc/,office@stpeterspn.school.nz,N/A,N/A
Outdoor education teacher,Te Awamutu College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7f-outdoor-education-permanent/,info@tac.school.nz,N/A,N/A
Mathematics teacher,Birkenhead College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7e-mathematics-teacher/,office@birkenhead.school.nz,N/A,N/A
Kaiako Y1–10 – Southern Region,Te Aho o Te Kura Pounamu,"Part time, Fixed term, FTTE up to: 0.8, Start Date: 29/01/2026, End Date: 02/04/2026(Replacing incumbent on secondment)",https://gazette.education.govt.nz/vacancies/1HAq7d-kaiako-years-1-10/,Carl.Scurr@tekura.school.nz,N/A,N/A
Science teacher,Macleans College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7b-science-teacher/,applications@macleans.school.nz,N/A,N/A
Kaiako Wharekura Tau 7–13 (3 positions),Te Wharekura o Manurewa,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7a-kaiako-wharekura-tau-713-3-positions/,mahi@tpmm.school.nz,N/A,N/A
Commerce and social science teacher,St Peter's College (Palmerston North),"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Fluctuation in senior option)",https://gazette.education.govt.nz/vacancies/1HAq7Y-commerce-and-social-science-teacher/,office@stpeterspn.school.nz,N/A,N/A
Classroom teacher,Te Kohanga School,"Part time, Fixed term, FTTE up to: 0.8, Start Date: 26/01/2026, End Date: 03/07/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAq7X-classroom-teacher-0-8/,principal@tekohanga.school.nz,N/A,N/A
Technology teacher,Huntly School (Waikato),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7V-technology-teacher-huntly-primary-school/,vacancy@huntlyprimary.school.nz,N/A,N/A
Social studies teacher,Macleans College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7T-part-time-social-studies-teacher/,applications@macleans.school.nz,N/A,N/A
Mathematics teacher,Marlborough Girls' College,"Part time, Fixed term, FTTE up to: 0.6, Start Date: 20/04/2026, End Date: 03/07/2026(Covering for a staff member on refreshment leave)",https://gazette.education.govt.nz/vacancies/1HAq5b-mathematics-teacher/,vacancy@mgc.school.nz,N/A,N/A
"Middle School teacher – special project, collaborative role",Upper Moutere School,"Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 15/12/2026(Special project)",https://gazette.education.govt.nz/vacancies/1HAq7S-middle-school-special-project-collaborative-role/,h.olykan@uppermoutere.school.nz,N/A,N/A
Scale A teacher Y1–8,Riverhead School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 15/12/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAq7R-full-time-fixed-term-scale-a-teacher-years-1-8/,pa@riverhead.school.nz,N/A,N/A
Teacher of diverse learning,Whanganui Collegiate School,"Part time, Permanent, FTTE up to: 0.6",https://gazette.education.govt.nz/vacancies/1HAq7N-teacher-of-diverse-learning-0-6ftte-part-time-permanent/,tash.bullock@collegiate.school.nz,N/A,N/A
Scale A teacher,Pasadena Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7Q-scale-a-teacher-permanent-full-time/,sanjay@pasadena.school.nz,N/A,N/A
English teacher,Paraparaumu College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7M-english-teacher/,Lwc@pc.school.nz,N/A,N/A
Teacher of business studies & commerce,Paraparaumu College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7K-teacher-of-business-studies-and-commerce/,Lwc@pc.school.nz,N/A,N/A
Scale A physical education specialist teacher,Pasadena Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7H-scale-a-physical-education-specialist-teacher-permanent-full-time/,sanjay@pasadena.school.nz,N/A,N/A
Resource teacher of the Deaf – Wellington,Ko Taku Reo - Deaf Education New Zealand,"Part time, Permanent, FTTE up to: 0.8",https://gazette.education.govt.nz/vacancies/1HAq7G-resource-teacher-of-the-deaf-wellington/,char.hewison@kotakureo.school.nz,N/A,N/A
Scale A Phase 2 teacher,Churton Park School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7F-scale-a-phase-2-teacher/,principal@churtonpark.school.nz,N/A,N/A
Teacher of English,Wakatipu High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7C-teacher-of-english/,apply@wakatipu.school.nz,N/A,N/A
Mathematics teacher,Westlake Boys High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7A-mathematics-teacher/,hr@westlake.school.nz,N/A,N/A
Teacher of English,Nayland College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq79-teacher-of-english/,belinda.lee@nayland.school.nz,N/A,N/A
Classroom teacher Y1,Birdwood School,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 11/12/2026(Roll growth )",https://gazette.education.govt.nz/vacancies/1HAq6v-classroom-teacher-year-1/,vikkir@birdwood.school.nz,N/A,N/A
Scale A teacher Y1–8,Riverhead School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6r-full-time-permanent-scale-a-teacher-year-1-8/,pa@riverhead.school.nz,N/A,N/A
Geography teacher,New Plymouth Boys' High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6s-geography-teacher/,human.resources@npbhs.school.nz,N/A,N/A
Classroom teacher 2026,Hillpark School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6q-classroom-teacher-full-time-permanent/,office@hillpark.school.nz,N/A,N/A
Supported learning homeroom teacher,New Plymouth Boys' High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6p-supported-learning-homeroom-teacher/,human.resources@npbhs.school.nz,N/A,N/A
Head teacher,Tiny Voices Silverdale,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6o-head-teacher/,Lucy@tinyvoices.com,N/A,N/A
Centre / Matauranga teacher,Ilminster Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq7Z-centre-matauranga-teacher/,teachervacancy@ilminster.school.nz,N/A,N/A
Specialist digitech teacher,Berkley Normal Middle School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6n-specialist-digitech-teacher-berkley-normal-middle-school/,vacancies@berkley.school.nz,N/A,N/A
Classroom teacher – Junior School (Y1–3),Patoka School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6m-classroom-teacher-junior-school-y1-3/,principal@patoka.school.nz,N/A,N/A
Samoan teacher,McAuley High School,"Part time, Fixed term, FTTE up to: 0.5, Start Date: 28/01/2026, End Date: 02/04/2026(Parental leave)",https://gazette.education.govt.nz/vacancies/1HAq6j-samoan-teacher-part-time/,office@mcauleyhigh.school.nz,N/A,N/A
Junior School teacher,Ngutunui School,"Part time, Permanent, FTTE up to: 0.8",https://gazette.education.govt.nz/vacancies/1HAq6i-junior-school-teacher-at-ngutunui-school/,principal@ngutunui.school.nz,N/A,N/A
Primary classroom teacher Y1–6,Onewhero Area School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6h-primary-classroom-teacher-year-16-full-time-permanent/,l.thompson@onewhero.school.nz,N/A,N/A
Teacher of digital & technology,Tarawera High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6g-teacher-of-digital-and-technology/,principalspa@tarawera.school.nz,N/A,N/A
Learning support coordinator,Tongariro School,"Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 08/12/2026(Funded through government allocations, which are reviewed annually)",https://gazette.education.govt.nz/vacancies/1HAq5w-learning-support-coordinator-0-6/,administration@tongariro.school.nz,N/A,N/A
Teacher of te reo Māori,Wesley College,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 11/12/2026(Study Award)",https://gazette.education.govt.nz/vacancies/1HAq6f-teacher-of-te-reo-maaori/,cwood@wesley.school.nz,N/A,N/A
Social science teacher,Onewhero Area School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 11/12/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAq6e-social-science-teachers-positions-full-time-fixed-term/,l.thompson@onewhero.school.nz,N/A,N/A
Classroom teacher,Berkley Normal Middle School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6c-classroom-teacher-berkley-normal-middle-school/,vacancies@berkley.school.nz,N/A,N/A
Mathematics teacher,Whakatane High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6b-mathematics-teacher/,admin@whakatanehigh.school.nz,N/A,N/A
Y6 Scale A teacher,Chelsea School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Cover for a schoolwide literacy project)",https://gazette.education.govt.nz/vacancies/1HAq6a-year-6-scale-a-teacher/,office@chelsea.school.nz,N/A,N/A
Classroom teachers (several positions),Orewa Beach School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 16/12/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAq6_-classroom-teachers-fixed-term/,principal@orewabeach.school.nz,N/A,N/A
Classroom teacher,Orewa Beach School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6Z-classroom-teacher/,principal@orewabeach.school.nz,N/A,N/A
Scale A teacher,Diamond Harbour School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 18/12/2026(Board funded / special project)",https://gazette.education.govt.nz/vacancies/1HAq6Y-scale-a-teacher/,office@diamondharbour.school.nz,N/A,N/A
Scale A teacher,Lyttelton Primary School,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 26/01/2027(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAq6V-scale-a-teacher/,jenny.felton@lyttelton.school.nz,N/A,N/A
Kaiako/teacher,Wharenui School,"Full time, Fixed term, Start Date: 02/02/2026, End Date: 11/12/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAq6U-kaiakoteacher/,principal@wharenui.school.nz,N/A,N/A
Teaching position (various year groups),Balmoral S D A School,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 02/10/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAq6T-teaching-position-various-year-groups-maternity-leave-cover/,principal@balmoralsda.school.nz,N/A,N/A
Classroom teacher Y1–3,Dairy Flat School,"Full time, Fixed term, Start Date: 02/02/2026, End Date: 16/12/2026(Refreshment leave)",https://gazette.education.govt.nz/vacancies/1HAq6S-classroom-teacher-year-1-3/,khills@dairyflat.school.nz,N/A,N/A
Specialist ORS teacher,Tauhara College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAq6Q-specialist-ors-teacher-fixed-term-1-year/,bl@tauhara.school.nz,N/A,N/A
Qualified and registered teacher,The Miller Nest Early Learning Centre,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6P-qualified-and-registered-teacher/,admin@themillernest.co.nz,N/A,N/A
Mathematics specialist Y7–9,City Impact Church School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6M-mathematics-specialist-y7-9/,darrell.parratt@cityimpactchurch.school.nz,N/A,N/A
Kaiako / team leader,Kihikihi School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6L-kaiako-team-leader/,principal@kihikihi.school.nz,N/A,N/A
Teacher Y4–5,Linkwater School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6K-teacher-years-4-5-permanent-full-time/,principal@linkwater.school.nz,N/A,N/A
Classroom teacher,St Anne's School (Wanganui),"Full time, Fixed term, Start Date: 26/01/2026, End Date: 19/12/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAq6H-classroom-teacher/,vacancies@stannes.school.nz,N/A,N/A
Y4–5 or Y5 –6 teacher,New Windsor School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6G-y4-5-or-y5-6-teacher/,mlaxa@newwindsor.school.nz,N/A,N/A
Phase 2 teacher & fixed term team leader (2026),Wigram Primary School - Te Piki Kāhu,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq63-permanent-phase2-teacher-fixed-term-team-leader-role-2026/,principal@wigramprimary.school.nz,N/A,N/A
Scale A teacher – Junior School,Te Kuiti Primary School,"Part time, Fixed term, FTTE up to: 0.8, Start Date: 28/01/2026, End Date: 18/12/2026(Supporting a strategic initiative)",https://gazette.education.govt.nz/vacancies/1HAq6F-scale-a-fixed-term-0-8-4-days-year-34/,vacancy@tekuiti.school.nz,N/A,N/A
Teacher,Dorie School,"Full time, Fixed term, Start Date: 26/01/2026, End Date: 11/12/2026(Due to permanent teacher working flexible hours)",https://gazette.education.govt.nz/vacancies/1HAq6E-teacher-fixed-term-2026/,principal@dorie.school.nz,N/A,N/A
Scale A Phase 2 kaiako | teacher,Burnham School - Te Kura o Tiori,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq69-scale-a-phase-two-kaiakoteacher-permanent/,principal@burnham.school.nz,N/A,N/A
Y7–8 kaiako Māori,Sir Edmund Hillary Collegiate Middle School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq65-y78-kaiako-maori/,epeautau@sehc.school.nz,N/A,N/A
English teacher,Kelston Boys' High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq64-english-teacher/,r.clark@kbhs.school.nz,N/A,N/A
Learning support coordinator,Raurimu Avenue School,"Part time, Permanent, FTTE up to: 0.2",https://gazette.education.govt.nz/vacancies/1HAq61-learning-support-coordinator/,principal@raurimu.school.nz,N/A,N/A
Scale A teacher,Oteha Valley School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq60-scale-a-teacher-full-time-permanent/,kellieg@oteha.school.nz,N/A,N/A
Class teacher,Willow Park School,"Full time, Fixed term, Start Date: 02/02/2026, End Date: 15/12/2026(Maternity leave (1 year))",https://gazette.education.govt.nz/vacancies/1HAq5y-class-teacher/,duncan.m@willowpark.school.nz,N/A,N/A
Team leader Y4–6,Masterton Primary School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5x-team-leader-yr-4-6/,principal@masterton.school.nz,N/A,N/A
Scale A teachers (4 positions) – 2026,Maraetai Beach School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5u-scale-a-teacher-4-permanent-roles/,lreddy@maraetaibeach.school.nz,N/A,N/A
Y7–8 homeroom teacher,Wairau Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5t-year-78-homeroom-teacher/,yolandae@wairau.school.nz,N/A,N/A
Teacher of ESOL,Scots College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5o-teacher-of-esol/,hr@scotscollege.school.nz,N/A,N/A
Primary teacher. Tagged,Ashburton Christian School,"Part time, Permanent, FTTE up to: 0.3",https://gazette.education.govt.nz/vacancies/1HAq5m-primary-teacher-0-3-fte-tagged/,applications@acs.school.nz,N/A,N/A
Primary teacher. Tagged,Ashburton Christian School,"Part time, Permanent, FTTE up to: 0.3",https://gazette.education.govt.nz/vacancies/1HAq5k-primary-teacher-0-3-fte-tagged/,applications@acs.school.nz,N/A,N/A
Teacher & CL of health and PE – 2026,Rangitoto College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5i-teacher-and-cl-of-health-and-pe-permanent-2026/,hr.payroll@rangitoto.school.nz,N/A,N/A
Teacher of chemistry and science. Tagged,St Paul's College (Ponsonby),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5h-teacher-of-chemistry-and-science-tagged/,headmaster@stpaulscollege.co.nz,N/A,N/A
Teacher of chemistry and science,St Paul's College (Ponsonby),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5g-teacher-of-chemistry-and-science/,headmaster@stpaulscollege.co.nz,N/A,N/A
Technology teacher,Papanui High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5d-technology/,wmj@papanui.school.nz,N/A,N/A
Business studies teacher,St Peter's College (Epsom),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5c-business-studies-teacher/,humanresources@st-peters.school.nz,N/A,N/A
English and social sciences teacher,Whangārei Boys' High School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(To cover staff with fixed term responsibilities)",https://gazette.education.govt.nz/vacancies/1HAq5a-english-and-social-sciences-teacher/,s.dzumbira@wbhs.school.nz,N/A,N/A
Kaiako,Barrytown School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq6R-kaiako/,principal@barrytown.school.nz,N/A,N/A
Y5-6 teacher,Matangi School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq51-year-56-teacher/,principal@matangi.school.nz,N/A,N/A
Visual art teacher,Henderson High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5_-visual-art-teacher/,vacancies@hhs.school.nz,N/A,N/A
Classroom Kaiako,Manaia View School,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 26/01/2027(Due to roll growth)",https://gazette.education.govt.nz/vacancies/1HAq5Z-classroom-kaiako/,office@manaiaview.school.nz,N/A,N/A
Technology teacher - digital & design,Tauranga Girls' College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Project-based)",https://gazette.education.govt.nz/vacancies/1HAq5X-technology-teacher-digital-and-design/,applications@tgc.school.nz,N/A,N/A
Classroom Kaiako,Manaia View School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5W-classroom-kaiako/,office@manaiaview.school.nz,N/A,N/A
Y5 or 6 teaching role,Te Awamutu Primary School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5U-year-5-or-6-teaching-role/,principalpa@taps.school.nz,N/A,N/A
Teacher of English,Nga Tawa Diocesan School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq54-teacher-of-english/,employment@ngatawa.school.nz,N/A,N/A
Y2 (junior school teacher),Macleans Primary School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5v-year-2-junior-school-teacher/,m.cooke@macleansprimary.school.nz,N/A,N/A
Junior school–tagged teacher,Christ the King Catholic School (Owairaka),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5T-junior-school-tagged-teacher/,principal@ctk.school.nz,N/A,N/A
Kaiako / teacher Y7-8,St Mary's Catholic School (Avondale),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5D-kaiakoteacher-y7-8/,principal@stmarysavondale.school.nz,N/A,N/A
AP / SENCo,Westmere School (Auckland),"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Special Project )",https://gazette.education.govt.nz/vacancies/1HAq5Q-fixed-term-apsenco/,vacancies@westmere.school.nz,N/A,N/A
English teacher,Timaru Boys' High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5S-english-teacher/,vacancies@timaruboys.school.nz,N/A,N/A
Teacher (3 positions),Sacred Heart School (Timaru),"Full time, Fixed term, Start Date: 02/02/2026, End Date: 14/12/2026(The Board needs to recruit another Catholic teacher and can offer these fixed term positions while doing this.)",https://gazette.education.govt.nz/vacancies/1HAq5P-teachers-fixed-term-for-2026-3-positions/,principal@sacredhearttim.school.nz,N/A,N/A
Maths teacher,Bethlehem College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5M-maths-teacher-full-time-permanent/,karen.miller@beth.school.nz,N/A,N/A
In-school learning support coordinator Y1–9. Tagged,Elim Christian College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5L-in-school-learning-support-coordinator/,raewyn.openshaw@elim.school.nz,N/A,N/A
CRT release teacher. Non-tagged,Sacred Heart School (Dunedin),"Part time, Permanent, FTTE up to: 0.2",https://gazette.education.govt.nz/vacancies/1HAq5J-crt-release-teacher-non-tagged/,principal@sacredheartdn.school.nz,N/A,N/A
Teacher of English,Botany Downs Secondary College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5G-teacher-of-english/,s.madden@bdsc.school.nz,N/A,N/A
Maths teacher,Waimea College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5H-maths-teacher/,Nicola.cruise@waimea.school.nz,N/A,N/A
Teacher. Tagged position,Sacred Heart School (Timaru),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5C-teacher-tagged-position/,principal@sacredhearttim.school.nz,N/A,N/A
Y7–8 teacher,Kaitoke School (Claris),"Full time, Fixed term, Start Date: 27/01/2026, End Date: 11/12/2026(Roll growth)",https://gazette.education.govt.nz/vacancies/1HAq59-year-7-and-8-teacher-fixed-term-roll-growth-position-2026/,office@kaitoke.school.nz,N/A,N/A
Teachers – Phase 1 or Phase 2 (2 positions),Tinwald School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq5B-teacher-phase-1-or-phase-2/,principal@tinwald.school.nz,N/A,N/A
English teacher,Western Heights High School,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 17/07/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAq5A-english-teacher-maternity-position/,khowes@whhs.school.nz,N/A,N/A
Scale A teacher Y7–8,Maeroa Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq58-scale-a-teacher-yr7-and-8/,swood@maeroa.school.nz,N/A,N/A
Science teacher,St Catherines College (Kilbirnie),"Full time, Fixed term, Start Date: 26/01/2026, End Date: 25/01/2027(Parental leave)",https://gazette.education.govt.nz/vacancies/1HAq56-science-fixed-term-full-time-parental-leave/,applications@scc.school.nz,N/A,N/A
Kindergarten teacher,Kahikatea Kindergarten Hurdon,"Part time, Permanent, FTTE up to: 0.5",https://gazette.education.govt.nz/vacancies/1HAq55-kindergarten-teacher/,recruitment@kindergartentaranaki.co.nz,N/A,N/A
Special project teacher: structured literacy and mathematics + classroom teaching,Sacred Heart Cathedral School,"Full time, Fixed term, Start Date: 04/02/2026, End Date: 11/12/2026(Special project to deliver structured literacy and structured mathematics)",https://gazette.education.govt.nz/vacancies/1HAq53-special-project-structured-literacy-and-structured-mathematics-plus-classroom-teaching/,Bernadette.murfitt@sacred-heart.school.nz,N/A,N/A
Science/physics teacher,Sacred Heart College (Auckland),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq52-permanent-full-time-sciencephysics-teacher/,recruitment@sacredheart.school.nz,N/A,N/A
Teacher of Y7 & dean,Sacred Heart College (Auckland),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4y-permanent-teacher-of-year-7-and-dean/,recruitment@sacredheart.school.nz,N/A,N/A
Kaiako,Kidsfirst Kindergartens Karoro,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4w-kaiako/,careers@kidsfirst.org.nz,N/A,N/A
Kaiako Māori,Nelson College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4r-kaiako-maori/,excellence@nelson.school.nz,N/A,N/A
Physics teacher,Queen Margaret College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4q-physics-teacher/,people@qmc.school.nz,N/A,N/A
Class teacher,Harewood School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4k-class-teacher-permanent-full-time/,appointments@harewood.school.nz,N/A,N/A
Y0–2 classroom teacher,Harewood School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 16/12/2026(Parental leave)",https://gazette.education.govt.nz/vacancies/1HAq4i-year-0-2-classroom-teacher/,appointments@harewood.school.nz,N/A,N/A
Experienced under twos teacher,Little Poppy's Preschool,"Part time, Fixed term, FTTE up to: 0.8, Start Date: 05/01/2026, End Date: 04/09/2026(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAq4h-experienced-under-twos-teacher-little-poppys-preschool/,manager@littlepoppys.co.nz,N/A,N/A
Y7–8 Scale A teacher,Hutt Intermediate,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 16/12/2026(Staff member on leave overseas)",https://gazette.education.govt.nz/vacancies/1HAq4g-yr-7-8-scale-a-teacher-2026-fixed-term/,jobapplications@his.school.nz,N/A,N/A
Kaiako Y2–3 + optional leadership opportunity,Huapai District School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4s-kaiako-year-2-and-3-optional-leadership-opportunity/,principal@hds.school.nz,N/A,N/A
Phase 2 teacher (Y4–5) + leadership opportunities,Huapai District School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4f-phase-2-teacher-year-4-and-5-leadership-opportunities/,principal@hds.school.nz,N/A,N/A
Kaiako,Waimataitai Kindergarten,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAq4e-waimataitai-kindergarten-kaiako/,office@sck.nz,N/A,N/A
