Title,Employer,Employment Type,Link,Email,Contact Text,Description
Teacher of history and social studies,Epsom Girls Grammar School,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Uncertainty over student numbers)",https://gazette.education.govt.nz/vacancies/1HAqfM-teacher-of-history-and-social-studies/,employment@eggs.school.nz,N/A,"Lynfield College Auckland English teacher Full time, Fixed term, Start Date: 27/01/2026, End Date: 28/01/2027 (Increase in student numbers) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:16 pm 01 December 2025 Closes 12.00 noon 08 December 2025 Reference #: 1HAqpi Full details"
Teacher - senior school,Mountview School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqfK-teacher-senior-school/,info@mountview.school.nz,N/A,"Wairere School Waikato Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:42 pm 01 December 2025 Closes 4pm 10 December 2025 Reference #: 1HAqp0 Full details"
Teacher of social studies,Epsom Girls Grammar School,"Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 27/01/2027(Fluctuation in senior option hours)",https://gazette.education.govt.nz/vacancies/1HAqfJ-teacher-of-social-studies/,employment@eggs.school.nz,N/A,"Epsom Girls Grammar School Auckland Teacher of philosophy Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 27/01/2027 (Fluctuation in senior option hours) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed 8:52 am 27 November 2025 Closes 12pm 09 December 2025 Reference #: 1HAqkt Full details"
Teacher of PE,Burnside High School,"Part time, Fixed term, FTTE up to: 0.1, Start Date: 26/01/2026, End Date: 10/12/2026(To cover other roles)",https://gazette.education.govt.nz/vacancies/1HAqfG-teacher-of-pe/,vacancies@burnside.school.nz,N/A,"Marlborough Girls' College Marlborough Health & physical education teacher Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 03/07/2026 (Covering for a staff member on maternity leave) Secondary (Years 7–15) / wharekura, Certificated teacher Health and physical education Full details Listed 12:15 pm 28 November 2025 Closes 4.00pm 11 December 2025 Reference #: 1HAqnq Full details"
Science teacher – physics,Westlake Boys High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqfF-science-teacher-physics/,hr@westlake.school.nz,N/A,"Rutherford College Auckland Junior social sciences teacher (plus other subjects) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:44 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqp1 Full details"
Learning support coordinator,Galatea School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqfD-learning-support-coordinator/,principal@lakerere.school.nz,N/A,"Bethlehem College Bay of Plenty Primary teacher Y4–6 Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed 1:51 pm 21 November 2025 Closes 9am 05 December 2025 Reference #: 1HAqet Full details"
Kaiako,Te Wharekura o Maniapoto,"Full time, Long-term relieving (LTR), Start Date: 28/01/2026(Study leave)",https://gazette.education.govt.nz/vacancies/1HAqfC-long-term-reliever-full-time-fixed-term/,tumuaki@maniapoto.school.nz,N/A,"Te Kura o Kokohuia Manawatu/Whanganui Pouako Reo Rangatira – te reo Māori | Wharekura Full time, Fixed term, Start Date: 26/01/2026, End Date: 11/12/2026 (Sabbatical leave) Secondary (Years 7–15) / wharekura, Certificated teacher Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao MITA (Māori Immersion Teachers Allowance) + Units negotiable Suitable for beginning teachers Full details Listed today 1:12 pm 01 December 2025 Closes 3pm 13 December 2025 Reference #: 1HAqpD Full details"
Teacher,Pukeatua Primary School (Wainuiomata),"Full time, Fixed term, Start Date: 22/01/2026, End Date: 16/12/2026(Release for a specific project)",https://gazette.education.govt.nz/vacancies/1HAqfA-fixed-term-teacher-position-special-project-release/,kerryl@pukeatua.school.nz,N/A,"Koraunui School Wellington Junior classroom Kaiako, Māori medium Full time, Fixed term, Start Date: 28/01/2026, End Date: 16/12/2026 (Extended leave) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts 1 x Māori immersion teachers allowance (MITA) may apply Suitable for beginning teachers Full details Listed 11:22 am 27 November 2025 Closes 4pm 08 December 2025 Reference #: 1HAqmR Full details"
Te reo Māori kaiako,Wesley College,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 11/12/2026(Study award)",https://gazette.education.govt.nz/vacancies/1HAqf8-te-reo-maaori-kaiako/,cwood@wesley.school.nz,N/A,"Lynfield College Auckland English teacher Full time, Fixed term, Start Date: 27/01/2026, End Date: 28/01/2027 (Increase in student numbers) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:16 pm 01 December 2025 Closes 12.00 noon 08 December 2025 Reference #: 1HAqpi Full details"
Y1–8 teachers (2 positions),Pukeatua Primary School (Wainuiomata),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqf7-full-time-years-1-8-permanent-x2/,kerryl@pukeatua.school.nz,N/A,"Pinehaven School Wellington Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 1:10 pm 01 December 2025 Closes 12pm 15 December 2025 Reference #: 1HAqpB Full details"
Kaiako Tau 7–8,Te Wharekura o Maniapoto,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqf6-kaiako-tau-7-and-8-full-time-permanent/,tumuaki@maniapoto.school.nz,N/A,"Nuhaka School Hawke's Bay Scale A teachers (2 positions) Full time, Permanent Certificated teacher, Area / composite (Years 1–15), Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts, Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao Suitable for beginning teachers Full details Listed today 9:51 am 01 December 2025 Closes 5pm 08 December 2025 Reference #: 1HAqoJ Full details"
English teacher,Marist College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqf4-english-teacher/,employment@maristcollege.school.nz,N/A,"Rutherford College Auckland Junior social sciences teacher (plus other subjects) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:44 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqp1 Full details"
Science teacher,Feilding High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqf3-science-teacher/,vacancy@feildinghigh.school.nz,N/A,"Palmerston North Boys' High School Manawatu/Whanganui Science / biology / horticulture teacher Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher Science Full details Listed 11:20 am 18 November 2025 Closes 3pm 05 December 2025 Reference #: 1HAq_F Full details"
Religious education teacher,Marist College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqf2-religious-education-teacher/,employment@maristcollege.school.nz,N/A,"Rutherford College Auckland Junior social sciences teacher (plus other subjects) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:44 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqp1 Full details"
Teacher of mathematics,Rolleston College,"Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027(Maternity leave)",https://gazette.education.govt.nz/vacancies/1HAqf1-teacher-of-mathematics-fixed-term/,recruitment@rollestoncollege.nz,N/A,"St Thomas of Canterbury College Canterbury Teacher of English and social sciences Full time, Fixed term, Start Date: 28/01/2026, End Date: 27/01/2027 (Refreshment leave) Secondary (Years 7–15) / wharekura, Certificated teacher English, Social sciences Full details Listed today 1:28 pm 01 December 2025 Closes 12 pm 05 December 2025 Reference #: 1HAqpE Full details"
Kaiako – science,Te Aho o Te Kura Pounamu,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 11/12/2026(Roll growth in region)",https://gazette.education.govt.nz/vacancies/1HAqez-kaiako-science/,ray.edwards@tekura.school.nz,N/A,"Lynfield College Auckland English teacher Full time, Fixed term, Start Date: 27/01/2026, End Date: 28/01/2027 (Increase in student numbers) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:16 pm 01 December 2025 Closes 12.00 noon 08 December 2025 Reference #: 1HAqpi Full details"
Teacher of mathematics,Rolleston College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqex-teacher-of-mathematics-2/,recruitment@rollestoncollege.nz,N/A,"Mountainview High School Canterbury Mathematics teacher Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher Mathematics and statistics Suitable for beginning teachers Full details Listed 2:31 pm 25 November 2025 Closes 3pm 09 December 2025 Reference #: 1HAqj2 Full details"
Kaiako – primary,Te Aho o Te Kura Pounamu,"Full time, Fixed term, Start Date: 29/01/2026, End Date: 11/12/2026(Projected roll growth)",https://gazette.education.govt.nz/vacancies/1HAqev-kaiako-primary/,Anil.Singh@tekural.school.nz,N/A,"Koraunui School Wellington Junior classroom Kaiako, Māori medium Full time, Fixed term, Start Date: 28/01/2026, End Date: 16/12/2026 (Extended leave) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts 1 x Māori immersion teachers allowance (MITA) may apply Suitable for beginning teachers Full details Listed 11:22 am 27 November 2025 Closes 4pm 08 December 2025 Reference #: 1HAqmR Full details"
Visual art teacher,Taihape Area School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqeu-visual-art-teacher/,office@tas.school.nz,N/A,"Nuhaka School Hawke's Bay Scale A teachers (2 positions) Full time, Permanent Certificated teacher, Area / composite (Years 1–15), Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts, Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao Suitable for beginning teachers Full details Listed today 9:51 am 01 December 2025 Closes 5pm 08 December 2025 Reference #: 1HAqoJ Full details"
Primary teacher Y4–6,Bethlehem College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqet-primary-teacher-years-4-6-permanent-full-time/,karen.miller@beth.school.nz,N/A,"Galatea School Bay of Plenty Learning support coordinator Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 3:17 pm 21 November 2025 Closes 12pm 12 December 2025 Reference #: 1HAqfD Full details"
Kaiako,Kidsfirst Kindergartens Wakatipu,"Full time, Fixed term, Start Date: 19/01/2026, End Date: 18/12/2026(Covering for a kaiako relieving in another position)",https://gazette.education.govt.nz/vacancies/1HAqes-kaiako/,careers@kidsfirst.org.nz,N/A,"Kidz Planet Preschool Ltd Wellington Qualified teacher Full time, Fixed term, Start Date: 05/01/2026, End Date: 05/01/2027 (Long-term leave) Early learning / kōhanga reo, Certificated teacher Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Suitable for beginning teachers Full details Listed today 12:16 pm 01 December 2025 Closes 4pm 19 December 2025 Reference #: 1HAqou Full details"
English & social studies teacher,Dargaville High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqer-english-and-social-studies-teacher/,ascott@darghigh.school.nz,N/A,"Spotswood College Taranaki Special education teacher Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 2:46 pm 01 December 2025 Closes 12 noon 15 December 2025 Reference #: 1HAqpc Full details"
Digital technology teacher,Te Kuiti High School,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 14/12/2026(Refreshment leave)",https://gazette.education.govt.nz/vacancies/1HAqeq-digital-technology-teacher/,gw@tkhs.school.nz,N/A,"Lynfield College Auckland English teacher Full time, Fixed term, Start Date: 27/01/2026, End Date: 28/01/2027 (Increase in student numbers) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:16 pm 01 December 2025 Closes 12.00 noon 08 December 2025 Reference #: 1HAqpi Full details"
Scale A teacher,Manawaru School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqep-scale-a-teacher-2/,principal@manawaru.school.nz,N/A,"Wairere School Waikato Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:42 pm 01 December 2025 Closes 4pm 10 December 2025 Reference #: 1HAqp0 Full details"
Hard materials & construction technology teacher,Taipa Area School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqef-hard-materials-and-construction-technology/,zinnias@taipa.school.nz,N/A,"Nuhaka School Hawke's Bay Scale A teachers (2 positions) Full time, Permanent Certificated teacher, Area / composite (Years 1–15), Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts, Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao Suitable for beginning teachers Full details Listed today 9:51 am 01 December 2025 Closes 5pm 08 December 2025 Reference #: 1HAqoJ Full details"
Y7 classroom teacher,Remuera Intermediate,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqeo-year-7-classroom-teacher/,admin@remint.school.nz,N/A,"Northcross Intermediate Auckland Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:41 pm 01 December 2025 Closes 4pm 12 December 2025 Reference #: 1HAqpj Full details"
Kaiako,Te Kura o Waitahanui,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqek-kaiako/,aroha.wall-mcmahon@waitahanui.school.nz,N/A,"Nuhaka School Hawke's Bay Scale A teachers (2 positions) Full time, Permanent Certificated teacher, Area / composite (Years 1–15), Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts, Hauora, Hangarau, Ngā Reo, Ngā Toi, Te Reo Māori, Te Reo Pākehā, Tikanga ā-iwi, Pāngarau, Pūtaiao Suitable for beginning teachers Full details Listed today 9:51 am 01 December 2025 Closes 5pm 08 December 2025 Reference #: 1HAqoJ Full details"
Scale A classroom teacher,Motu School,"Part time, Permanent, FTTE up to: 0.4",https://gazette.education.govt.nz/vacancies/1HAqei-scale-a-classroom-teacher-0-4-ftte/,principal@motu.school.nz,N/A,"Waiotahe Valley School Bay of Plenty Teacher Y0–3 Part time, Permanent, FTTE up to: 0.4 Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 1:31 pm 01 December 2025 Closes 12pm 15 December 2025 Reference #: 1HAqpL Full details"
ORS specialist teacher – 0.60 FTE,Aurora College,"Part time, Fixed term, FTTE up to: 0.6, Start Date: 28/01/2026, End Date: 27/01/2027(Enrolment based)",https://gazette.education.govt.nz/vacancies/1HAqee-ors-specialist-teacher-0-60fte/,lfairbairn@auroracollege.school.nz,N/A,"Te Puna Wai o Waipapa - Hagley College Canterbury Junior specialist teacher - Y9 and 10 Part time, Fixed term, FTTE up to: 0.7, Start Date: 28/01/2026, End Date: 27/01/2027 (Secondment cover) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed 11:19 am 27 November 2025 Closes 9am 10 December 2025 Reference #: 1HAqmN Full details"
Kaiako / classroom teacher,Te Kura Whakatipu o Kawarau,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqed-kaiako-classroom-teacher-2026/,tania@kawarau.school.nz,N/A,"Te Waitai Sefton School Canterbury Y7–8 kaiako/teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 11:01 am 01 December 2025 Closes 12 noon 07 December 2025 Reference #: 1HAqoX Full details"
English teacher,Hutt Valley High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqeb-english-teacher-full-time-permanent/,office@hvhs.school.nz,N/A,"New Zealand Performance Academy Aotearoa (Proposed opening date: 2026-01-01) Wellington English teacher (Y11–13 / NCEA Level 2–3) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English Full details Listed 11:29 am 27 November 2025 Closes 3pm 12 December 2025 Reference #: 1HAqmS Full details"
Early intervention teacher,Conductive Education Canterbury Inc,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqea-early-intervention-teacher/,linda@cecanterbury.org,N/A,"Aspire Nursery & Preschool Canterbury Early childhood teacher Full time, Permanent Early learning / kōhanga reo, Certificated teacher Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Suitable for beginning teachers Full details Listed today 9:42 am 01 December 2025 Closes 11.59pm 23 December 2025 Reference #: 1HAqoL Full details"
Teacher of technology / trades hard materials,Te Kamo High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqeZ-teacher-of-technology-trades-hard-materials/,jobs@kamohigh.school.nz,N/A,"Spotswood College Taranaki Special education teacher Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed today 2:46 pm 01 December 2025 Closes 12 noon 15 December 2025 Reference #: 1HAqpc Full details"
Teacher-in-charge – mathematics,Manawatū College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqeX-teacher-in-charge-mathematics/,depetersen@manawatucollege.school.nz,N/A,"Te Paepae o Aotea Taranaki Whare curriculum lead - junior school Full time, Permanent Secondary (Years 7–15) / wharekura, Middle leadership English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts 2MU + 1MMA + HPTSA Full details Listed today 4:45 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqpk Full details"
Mathematics teacher,Mangere College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqeW-mathematics-teacher/,principal@mangerecollege.school.nz,N/A,"Rutherford College Auckland Junior social sciences teacher (plus other subjects) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:44 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqp1 Full details"
Teacher of physical education/health Y7–13,Akaroa Area School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqeV-teacher-of-physical-education-health-years-7-13/,vmcintyre@akaroa.school.nz,N/A,"OneSchool Global - New Zealand Canterbury Secondary PE teacher – Timaru Campus Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher Health and physical education Suitable for beginning teachers Full details Listed 12:49 pm 20 November 2025 Closes 8pm 18 December 2025 Reference #: 1HAqdA Full details"
Experienced infants kaiako,Learning Links Childcare Hector Drive,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqeR-experienced-infants-kaiako/,rachel@learninglinkschildcare.co.nz,N/A,"Jack and Jill Educare Waikato ECE teacher Full time, Permanent Early learning / kōhanga reo, Certificated teacher Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Suitable for beginning teachers Full details Listed 9:25 am 27 November 2025 Closes 9pm 10 December 2025 Reference #: 1HAqm4 Full details"
History / commerce teacher,James Cook High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqeP-history-social-sciences-teacher-permanent/,a.alasadi@jchs.school.nz,N/A,"Rutherford College Auckland Junior social sciences teacher (plus other subjects) Full time, Permanent Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 12:44 pm 01 December 2025 Closes 3pm 15 December 2025 Reference #: 1HAqp1 Full details"
English teacher,Rototuna Senior High School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqeM-english-teacher/,jobs@rhs.school.nz,N/A,"Puriri School Waikato Y5-8 senior teacher position Full time, Permanent Certificated teacher, Certificated teacher, Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Mathematics and statistics Full details Listed 8:57 am 27 November 2025 Closes 4pm 05 December 2025 Reference #: 1HAqkw Full details"
Teacher,Pukenui School (Kaitaia),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqeK-full-time-permanent-position-start-date-02022026/,louise@pukenuischool.ac.nz,N/A,"Rawene School Northland Classroom teacher Y2–4 Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts MITA Full details Listed today 11:59 am 01 December 2025 Closes 3pm 10 December 2025 Reference #: 1HAqoi Full details"
Y8–10 teacher (intermediate/junior high school),Wā Ora Montessori,"Part time, Fixed term, FTTE up to: 0.2, Start Date: 28/01/2026, End Date: 11/12/2026(Cover for medical leave)",https://gazette.education.govt.nz/vacancies/1HAqeJ-fixed-term-part-time-yr8-10-teacher-intermediatejunior-high-school/,joanne@waora.school.nz,N/A,"Epsom Girls Grammar School Auckland Teacher of philosophy Part time, Fixed term, FTTE up to: 0.4, Start Date: 28/01/2026, End Date: 27/01/2027 (Fluctuation in senior option hours) Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed 8:52 am 27 November 2025 Closes 12pm 09 December 2025 Reference #: 1HAqkt Full details"
Teacher,Pukenui School (Kaitaia),"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqeH-full-time-permanent-position-start-date-02022026/,louise@pukenuischool.ac.nz,N/A,"Rawene School Northland Classroom teacher Y2–4 Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts MITA Full details Listed today 11:59 am 01 December 2025 Closes 3pm 10 December 2025 Reference #: 1HAqoi Full details"
Physics teacher Y8–13,Wā Ora Montessori,"Part time, Permanent, FTTE up to: 0.6",https://gazette.education.govt.nz/vacancies/1HAqeG-permanent-part-time-physics-teacher-yr8-13/,joanne@waora.school.nz,N/A,"Northern Health School Auckland Teacher - Auckland West Unit (Henderson) Part time, Permanent, FTTE up to: 0.6 Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Full details Listed 10:07 am 26 November 2025 Closes 12  noon 09 December 2025 Reference #: 1HAqjF Full details"
Kaiako kaiārahi at Te Pārekereke O Te Kī,Otago University Childcare Association - Te Pā,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqeF-kaiako-kaiarahi-at-te-parekereke-o-te-ki/,ouca.manager@otago.ac.nz,N/A,"Montessori Oamaru by Busy Bees Otago Registered ECE teacher Full time, Permanent Early learning / kōhanga reo, Certificated teacher English, Belonging / Mana Whenua, Contribution / Mana Tangata, Communication / Mana Reo, Exploration / Mana Aotūroa, Well-being / Mana Atua Full details Listed 1:16 pm 26 November 2025 Closes 26 December 2025 Reference #: 1HAqkH Full details"
CRT release and specialised subject teacher Y7–8,Titahi Bay Intermediate,"Full time, Fixed term, Start Date: 27/01/2026, End Date: 16/12/2026(CRT and specialised subject teaching)",https://gazette.education.govt.nz/vacancies/1HAqeB-crt-release-and-specialised-subject-teacher-yr-78/,principal@bayintermediate.school.nz,N/A,"Koraunui School Wellington Junior classroom Kaiako, Māori medium Full time, Fixed term, Start Date: 28/01/2026, End Date: 16/12/2026 (Extended leave) Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts 1 x Māori immersion teachers allowance (MITA) may apply Suitable for beginning teachers Full details Listed 11:22 am 27 November 2025 Closes 4pm 08 December 2025 Reference #: 1HAqmR Full details"
English teacher,Paeroa College,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqeA-english-teacher/,office@paeroacollege.school.nz,N/A,"Puriri School Waikato Y5-8 senior teacher position Full time, Permanent Certificated teacher, Certificated teacher, Secondary (Years 7–15) / wharekura, Certificated teacher English, Health and physical education, Mathematics and statistics Full details Listed 8:57 am 27 November 2025 Closes 4pm 05 December 2025 Reference #: 1HAqkw Full details"
Teachers (2 positions),Howick Primary School,"Full time, Permanent",https://gazette.education.govt.nz/vacancies/1HAqe9-join-our-team-at-howick-primary-school/,m.smith@howickprimary.school.nz,N/A,"Northcross Intermediate Auckland Scale A teacher Full time, Permanent Primary and intermediate (Years 1–8) / kura tuatahi, Certificated teacher English, Health and physical education, Learning languages, Mathematics and statistics, Science, Social sciences, Technology, Te reo Māori, The arts Suitable for beginning teachers Full details Listed today 4:41 pm 01 December 2025 Closes 4pm 12 December 2025 Reference #: 1HAqpj Full details"
